City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Kruisfontein,-34.0033,24.7314,64.99,74,0,1.99,ZA,2021-03-22 17:35:23
296,Hoskote,13.0669,77.7983,77.0,43,20,3.44,IN,2021-03-22 17:35:23
297,Bathsheba,13.2167,-59.5167,86.0,51,75,21.85,BB,2021-03-22 17:35:23
298,Hamilton,39.1834,-84.5333,68.0,42,1,6.91,US,2021-03-22 17:35:24
299,Severo-Yeniseyskiy,60.3725,93.0408,10.72,95,93,4.92,RU,2021-03-22 17:35:24
300,Tarko-Sale,64.9225,77.785,-1.62,97,90,8.9,RU,2021-03-22 17:35:24
301,Maiduguri,11.8464,13.1603,94.86,10,28,10.02,NG,2021-03-22 17:33:23
302,Qaqortoq,60.7167,-46.0333,24.8,54,20,4.61,GL,2021-03-22 17:35:25
303,Gwadar,25.1216,62.3254,74.75,79,0,11.39,PK,2021-03-22 17:35:25
304,Anage,-14.6122,-41.1356,89.46,38,67,8.32,BR,2021-03-22 17:35:25
305,Torbay,47.6666,-52.7314,48.2,46,75,29.93,CA,2021-03-22 17:35:26
306,Beloha,-25.1667,45.05,75.43,88,47,4.27,MG,2021-03-22 17:35:26
307,Nurota,40.5614,65.6886,59.0,58,44,11.5,UZ,2021-03-22 17:35:26
308,Ilulissat,69.2167,-51.1,6.8,78,90,10.36,GL,2021-03-22 17:35:27
309,Abu Dhabi,24.4667,54.3667,77.0,50,0,3.44,AE,2021-03-22 17:34:04
310,Palmer,42.1584,-72.3287,62.01,21,20,4.61,US,2021-03-22 17:30:34
311,Bilibino,68.0546,166.4372,-16.22,53,0,4.05,RU,2021-03-22 17:35:27
312,Upernavik,72.7868,-56.1549,-6.25,88,100,5.12,GL,2021-03-22 17:35:27
313,Blagoyevo,63.3667,47.9167,27.64,97,100,4.05,RU,2021-03-22 17:35:28
314,Tiarei,-17.5333,-149.3333,82.4,69,20,3.44,PF,2021-03-22 17:35:28
315,General Roca,-39.0333,-67.5833,80.6,39,0,2.3,AR,2021-03-22 17:35:28
316,Odienne,9.51,-7.5692,89.67,39,92,4.16,CI,2021-03-22 17:35:29
317,Kununurra,-15.7667,128.7333,77.0,100,90,3.44,AU,2021-03-22 17:35:29
318,San Vicente,-26.6167,-54.1333,89.11,41,71,5.23,AR,2021-03-22 17:35:29
319,Vardo,70.3705,31.1107,21.2,79,66,21.85,NO,2021-03-22 17:35:30
320,Varnamo,57.186,14.04,42.8,65,36,9.22,SE,2021-03-22 17:35:30
321,Tiksi,71.6872,128.8694,-21.53,99,100,6.78,RU,2021-03-22 17:35:30
322,Xambioa,-6.4111,-48.5364,80.13,88,96,1.81,BR,2021-03-22 17:35:31
323,Miri,4.4148,114.0089,77.0,100,40,1.14,MY,2021-03-22 17:35:31
324,Dourbali,11.8091,15.8632,95.11,14,68,5.57,TD,2021-03-22 17:35:31
325,Storforshei,66.4043,14.5233,39.2,87,75,8.05,NO,2021-03-22 17:35:31
326,Henties Bay,-22.116,14.2845,63.0,87,3,1.01,NA,2021-03-22 17:35:32
327,Stokmarknes,68.5646,14.9108,41.0,93,75,5.75,NO,2021-03-22 17:35:32
328,Georgetown,5.4112,100.3354,82.4,78,20,5.75,MY,2021-03-22 17:35:32
329,Tessalit,20.1986,1.0114,79.41,10,1,11.77,ML,2021-03-22 17:35:33
330,Auce,56.4598,22.9017,33.8,93,90,1.14,LV,2021-03-22 17:35:33
331,Kavaratti,10.5669,72.642,83.52,69,0,7.38,IN,2021-03-22 17:35:33
332,Provideniya,64.3833,-173.3,-4.9,82,10,4.41,RU,2021-03-22 17:35:34
333,Kloulklubed,7.0419,134.2556,78.8,89,75,6.91,PW,2021-03-22 17:35:34
334,Cap Malheureux,-19.9842,57.6142,81.0,82,18,1.99,MU,2021-03-22 17:35:34
335,Rio Grande,-32.035,-52.0986,78.8,65,40,11.5,BR,2021-03-22 17:35:35
336,Coro,11.4045,-69.6734,86.09,59,58,18.37,VE,2021-03-22 17:35:35
337,Inhambupe,-11.7844,-38.3531,86.43,52,47,13.02,BR,2021-03-22 17:35:35
338,Cayenne,4.9333,-52.3333,81.0,100,75,3.44,GF,2021-03-22 17:32:07
339,Maumere,-8.6199,122.2111,80.29,81,82,5.97,ID,2021-03-22 17:35:36
340,Meulaboh,4.1363,96.1285,77.83,87,100,4.07,ID,2021-03-22 17:35:36
341,Te Anau,-45.4167,167.7167,52.38,94,27,0.16,NZ,2021-03-22 17:35:36
342,Saint-Joseph,-21.3667,55.6167,80.6,78,0,1.14,RE,2021-03-22 17:35:37
343,Alofi,-19.0595,-169.9187,80.6,89,100,12.66,NU,2021-03-22 17:35:37
344,Touros,-5.1989,-35.4608,86.0,62,40,13.8,BR,2021-03-22 17:35:37
345,Carolina,18.3808,-65.9574,84.2,51,40,20.71,PR,2021-03-22 17:34:19
346,Guozhen,34.3659,107.359,48.72,41,7,3.22,CN,2021-03-22 17:31:05
347,Bac Lieu,9.285,105.7244,81.66,72,29,20.27,VN,2021-03-22 17:35:38
348,Dodoma,-6.1722,35.7395,77.0,61,20,11.5,TZ,2021-03-22 17:35:38
349,Fairmont,39.4851,-80.1426,66.99,20,6,1.99,US,2021-03-22 17:35:38
350,Ewa Beach,21.3156,-158.0072,69.8,72,1,4.61,US,2021-03-22 17:35:38
351,Sorland,67.667,12.6934,41.0,93,75,17.27,NO,2021-03-22 17:35:39
352,Avera,33.194,-82.5271,70.0,52,1,11.5,US,2021-03-22 17:35:39
353,Porto Walter,-8.2686,-72.7439,91.53,43,72,2.57,BR,2021-03-22 17:35:39
354,Belaya Gora,68.5333,146.4167,-17.07,99,73,5.35,RU,2021-03-22 17:35:40
355,Bethanien,-26.502,17.1583,74.26,57,86,7.4,NA,2021-03-22 17:35:40
356,Salinopolis,-0.6136,-47.3561,81.21,81,100,6.17,BR,2021-03-22 17:35:40
357,Scottsbluff,41.8666,-103.6672,42.8,70,75,5.21,US,2021-03-22 17:35:41
358,Jambi,-1.6,103.6167,73.83,95,100,1.03,ID,2021-03-22 17:35:41
359,Sao Filipe,14.8961,-24.4956,70.36,75,0,10.65,CV,2021-03-22 17:35:44
360,Elmina,5.0898,-1.348,82.33,78,93,15.3,GH,2021-03-22 17:35:45
361,Kavieng,-2.5744,150.7967,82.72,75,82,9.69,PG,2021-03-22 17:35:45
362,Aquiraz,-3.9014,-38.3911,81.0,74,75,4.61,BR,2021-03-22 17:35:45
363,Warri,5.5167,5.75,78.57,87,90,4.38,NG,2021-03-22 17:35:46
364,Buala,-8.145,159.5921,79.38,81,49,3.02,SB,2021-03-22 17:35:46
365,Malindi,-3.2175,40.1191,82.4,78,75,9.22,KE,2021-03-22 17:35:46
366,Abu Samrah,35.3029,37.1841,62.24,57,66,7.16,SY,2021-03-22 17:35:47
367,Beni Suef,29.0731,31.0979,86.2,18,100,10.09,EG,2021-03-22 17:35:47
368,Dondo,-19.6094,34.7431,84.2,74,20,16.11,MZ,2021-03-22 17:35:47
369,Muscat,23.6139,58.5922,84.2,24,0,4.61,OM,2021-03-22 17:34:37
370,Ballina,-28.8667,153.5667,69.8,88,90,11.5,AU,2021-03-22 17:35:48
371,Karpogory,64.0019,44.4451,22.48,94,98,8.68,RU,2021-03-22 17:35:48
372,Orlik,52.5178,99.825,14.61,85,21,3.49,RU,2021-03-22 17:35:48
373,Stephenville,32.2207,-98.2023,57.2,88,90,11.5,US,2021-03-22 17:35:24
374,Bardiyah,31.7561,25.0865,64.87,73,65,15.26,LY,2021-03-22 17:35:49
375,Aykhal,66.0,111.5,-23.06,83,10,5.99,RU,2021-03-22 17:35:49
376,Sibu,2.3,111.8167,77.0,94,40,3.44,MY,2021-03-22 17:35:49
377,Tayshet,55.9342,98.0044,23.52,92,69,5.39,RU,2021-03-22 17:31:20
378,Lakes Entrance,-37.8811,147.981,63.0,96,100,1.99,AU,2021-03-22 17:35:50
379,Kirakira,-10.4544,161.9205,78.85,83,92,3.04,SB,2021-03-22 17:35:50
380,Hirara,24.8,125.2833,62.19,70,43,21.85,JP,2021-03-22 17:35:50
381,Richards Bay,-28.783,32.0377,68.04,87,11,7.54,ZA,2021-03-22 17:35:51
382,Vila Franca Do Campo,37.7167,-25.4333,62.6,72,75,10.36,PT,2021-03-22 17:35:51
383,Maun,-19.9833,23.4167,73.4,73,40,4.16,BW,2021-03-22 17:35:51
384,Torrington,41.8007,-73.1212,62.01,27,0,4.0,US,2021-03-22 17:35:52
385,Grindavik,63.8424,-22.4338,33.8,86,40,32.21,IS,2021-03-22 17:35:52
386,Usinsk,65.9939,57.5281,21.76,95,100,10.54,RU,2021-03-22 17:35:52
387,Pineville,31.3224,-92.4343,69.8,49,75,14.97,US,2021-03-22 17:35:53
388,Alta Floresta,-9.8756,-56.0861,89.6,55,40,4.61,BR,2021-03-22 17:35:53
389,Basco,20.4487,121.9702,70.86,79,60,31.27,PH,2021-03-22 17:35:53
390,Dauriya,49.9333,116.8667,29.88,76,87,13.29,RU,2021-03-22 17:35:54
391,Pisco,-13.7,-76.2167,77.0,61,0,23.02,PE,2021-03-22 17:35:54
392,Pochutla,15.7432,-96.4661,89.01,45,20,17.27,MX,2021-03-22 17:35:54
393,Santa Maria,-29.6842,-53.8069,77.0,78,75,12.66,BR,2021-03-22 17:35:54
394,Rabo De Peixe,37.8,-25.5833,62.6,72,75,10.36,PT,2021-03-22 17:35:55
395,Aitape,-3.1374,142.3475,78.89,85,68,3.8,PG,2021-03-22 17:35:55
396,Mabaruma,8.2,-59.7833,82.24,76,10,6.62,GY,2021-03-22 17:35:55
397,Narsaq,60.9167,-46.05,24.8,54,20,4.61,GL,2021-03-22 17:35:56
398,Votkinsk,57.0486,53.9872,27.0,87,100,3.0,RU,2021-03-22 17:35:56
399,Kariba,-16.5167,28.8,73.49,81,19,3.76,ZW,2021-03-22 17:33:25
400,Port Macquarie,-31.4333,152.9167,66.2,100,90,8.05,AU,2021-03-22 17:35:12
401,Losone,46.1687,8.7593,57.2,21,27,16.11,CH,2021-03-22 17:35:57
402,Pitimbu,-7.4706,-34.8086,86.0,66,20,12.66,BR,2021-03-22 17:35:57
403,Jalu,29.0331,21.5482,71.87,40,84,29.93,LY,2021-03-22 17:35:57
404,Vao,-22.6667,167.4833,75.16,74,80,16.24,NC,2021-03-22 17:35:58
405,Port Blair,11.6667,92.75,81.07,73,45,4.56,IN,2021-03-22 17:35:58
406,Beira,-19.8436,34.8389,84.2,74,20,16.11,MZ,2021-03-22 17:35:58
407,Beringovskiy,63.05,179.3167,-10.8,64,0,2.04,RU,2021-03-22 17:35:58
408,La Asuncion,11.0333,-63.8628,93.2,43,99,17.27,VE,2021-03-22 17:35:59
409,Pisticci,40.3906,16.5568,53.6,50,40,11.5,IT,2021-03-22 17:35:59
410,Deep River,46.1001,-77.4995,55.4,33,1,8.05,CA,2021-03-22 17:35:59
411,Mancio Lima,-7.6142,-72.8958,84.2,70,75,3.44,BR,2021-03-22 17:36:00
412,Veraval,20.9,70.3667,75.58,81,0,7.07,IN,2021-03-22 17:36:00
413,Ikalamavony,-21.15,46.5833,70.36,90,89,5.86,MG,2021-03-22 17:36:01
414,Cockburn Town,21.4612,-71.1419,80.6,65,40,9.22,TC,2021-03-22 17:36:01
415,Hay River,60.8156,-115.7999,-13.0,64,91,4.61,CA,2021-03-22 17:36:01
416,San Policarpo,12.1791,125.5072,80.17,84,51,12.15,PH,2021-03-22 17:36:02
417,Atascadero,35.4894,-120.6707,59.0,76,90,6.91,US,2021-03-22 17:36:02
418,Haines Junction,60.7522,-137.5108,8.6,56,25,2.3,CA,2021-03-22 17:36:02
419,Qinggang,46.6833,126.0833,33.21,66,93,10.87,CN,2021-03-22 17:36:03
420,Santa Clara,22.4,-79.9667,78.8,47,40,4.61,CU,2021-03-22 17:35:29
421,Ibotirama,-12.1853,-43.2206,94.5,25,51,4.59,BR,2021-03-22 17:36:03
422,Itatiaia,-22.4961,-44.5633,85.77,57,20,2.35,BR,2021-03-22 17:36:03
423,Shingu,33.7333,135.9833,40.39,82,1,5.17,JP,2021-03-22 17:35:01
424,Luderitz,-26.6481,15.1594,67.77,72,16,6.4,NA,2021-03-22 17:36:04
425,Cochrane,51.1834,-114.4687,39.99,30,90,13.8,CA,2021-03-22 17:33:08
426,Batticaloa,7.7102,81.6924,80.55,76,96,7.87,LK,2021-03-22 17:36:04
427,Chicama,-7.8447,-79.1469,75.2,78,38,10.36,PE,2021-03-22 17:36:04
428,Mount Gambier,-37.8333,140.7667,64.4,88,90,4.61,AU,2021-03-22 17:36:05
429,Brae,60.3964,-1.353,46.4,93,75,23.02,GB,2021-03-22 17:36:05
430,Cantavir,45.9219,19.7627,37.42,56,63,11.25,RS,2021-03-22 17:36:05
431,Tombouctou,20.0,-3.0,81.97,13,48,9.53,ML,2021-03-22 17:36:06
432,Saldanha,-33.0117,17.9442,82.4,28,0,8.05,ZA,2021-03-22 17:36:06
433,Hollins,37.3413,-79.9431,63.0,28,0,5.5,US,2021-03-22 17:36:06
434,Dutlwe,-23.9833,23.9,77.83,31,22,5.44,BW,2021-03-22 17:36:07
435,Flagstaff,35.1981,-111.6513,42.01,23,7,9.26,US,2021-03-22 17:35:28
436,Isangel,-19.55,169.2667,75.36,87,26,12.86,VU,2021-03-22 17:36:07
437,Guerrero Negro,27.9769,-114.0611,64.54,42,28,11.18,MX,2021-03-22 17:36:07
438,Labuhan,-6.8844,112.2051,78.66,85,77,6.06,ID,2021-03-22 17:36:08
439,Axim,4.8699,-2.2405,81.21,80,32,12.17,GH,2021-03-22 17:36:08
440,Kem,64.9555,34.5793,19.18,89,34,9.08,RU,2021-03-22 17:36:08
441,Alice Springs,-23.7,133.8833,68.0,94,90,6.91,AU,2021-03-22 17:36:09
442,Namibe,-15.1961,12.1522,73.18,80,98,14.58,AO,2021-03-22 17:36:06
443,Tambura,5.6,27.4667,80.56,61,33,3.38,SS,2021-03-22 17:36:09
444,Nishihara,26.1842,127.7558,59.0,62,75,8.05,JP,2021-03-22 17:36:09
445,Varna,43.2167,27.9167,34.0,93,90,9.22,BG,2021-03-22 17:36:10
446,Lompoc,34.6391,-120.4579,55.4,67,20,11.5,US,2021-03-22 17:36:10
447,Zhigansk,66.7697,123.3711,-27.15,93,84,11.27,RU,2021-03-22 17:36:10
448,Mayo,38.8876,-76.5119,61.0,54,1,9.22,US,2021-03-22 17:36:11
449,Cabo Rojo,18.0866,-67.1457,86.0,61,5,8.01,PR,2021-03-22 17:36:11
450,Wawa,9.9022,4.4192,94.62,22,25,3.2,NG,2021-03-22 17:36:11
451,Hammond,41.5834,-87.5,64.99,36,1,19.57,US,2021-03-22 17:33:46
452,Canyon,34.9803,-101.9188,44.6,93,90,12.66,US,2021-03-22 17:36:12
453,Lujan,-34.5703,-59.105,75.99,64,15,1.99,AR,2021-03-22 17:36:12
454,Bluefield,37.2698,-81.2223,60.01,22,1,9.22,US,2021-03-22 17:32:30
455,Jacareacanga,-6.2222,-57.7528,86.0,70,40,3.44,BR,2021-03-22 17:36:13
456,Leningradskiy,69.3833,178.4167,-18.38,86,26,4.79,RU,2021-03-22 17:36:13
457,Ajdabiya,30.7554,20.2263,61.54,70,0,29.93,LY,2021-03-22 17:36:13
458,Ierapetra,35.01,25.7353,63.0,78,75,10.63,GR,2021-03-22 17:36:13
459,Portland,45.5234,-122.6762,46.99,81,75,5.75,US,2021-03-22 17:34:35
460,Samarai,-10.6167,150.6667,82.18,81,100,9.89,PG,2021-03-22 17:36:14
461,Vanimo,-2.6741,141.3028,78.87,84,100,0.65,PG,2021-03-22 17:36:14
462,Palmares Do Sul,-30.2578,-50.5097,74.8,71,99,9.24,BR,2021-03-22 17:36:14
463,Ukiah,39.1502,-123.2078,53.01,53,20,6.93,US,2021-03-22 17:36:15
464,Lokomotivnyy,53.0118,60.5684,13.96,91,23,8.66,RU,2021-03-22 17:36:15
465,Pandan,14.0453,124.1694,77.88,87,93,16.06,PH,2021-03-22 17:36:15
466,Kyra,49.5776,111.9753,28.42,80,100,6.33,RU,2021-03-22 17:36:15
467,Purpe,64.4803,76.6897,5.56,95,65,10.02,RU,2021-03-22 17:36:16
468,Singaparna,-7.3515,108.111,72.9,95,99,0.56,ID,2021-03-22 17:36:16
469,Taga,46.95,24.05,37.4,60,40,10.36,RO,2021-03-22 17:36:16
470,Puerto Quijarro,-17.7833,-57.7667,87.46,65,67,5.44,BO,2021-03-22 17:36:17
471,Puerto Suarez,-18.95,-57.8,87.8,79,75,11.5,BO,2021-03-22 17:36:17
472,Florence,43.7667,11.25,53.01,43,3,15.01,IT,2021-03-22 17:36:17
473,Pacific Grove,36.6177,-121.9166,54.0,66,75,10.36,US,2021-03-22 17:35:56
474,Tocopilla,-22.092,-70.1979,74.07,63,71,8.12,CL,2021-03-22 17:36:18
475,Shilovo,54.3204,40.874,26.49,96,100,7.11,RU,2021-03-22 17:36:18
476,Mahajanga,-15.7167,46.3167,80.6,83,40,3.44,MG,2021-03-22 17:36:18
477,Pouebo,-20.4,164.5667,74.12,85,57,10.96,NC,2021-03-22 17:36:19
478,Ercis,39.0287,43.3586,48.2,53,75,10.36,TR,2021-03-22 17:36:19
479,Melilla,35.2937,-2.9383,64.4,34,0,6.91,ES,2021-03-22 17:36:19
480,Hasaki,35.7333,140.8333,42.8,93,75,2.3,JP,2021-03-22 17:36:20
481,Chosica,-11.9431,-76.7094,78.8,61,0,6.91,PE,2021-03-22 17:34:29
482,Dalvik,65.9702,-18.5286,35.6,60,75,13.8,IS,2021-03-22 17:36:20
483,Srednekolymsk,67.45,153.6833,-7.26,83,17,6.4,RU,2021-03-22 17:36:20
484,Gunnedah,-30.9833,150.25,64.0,96,100,1.99,AU,2021-03-22 17:36:20
485,Margate,51.3813,1.3862,51.01,65,39,1.01,GB,2021-03-22 17:36:21
486,Nongpoh,25.9,91.8833,71.6,60,40,4.68,IN,2021-03-22 17:36:21
487,Cortez,37.3489,-108.5859,44.6,45,1,16.11,US,2021-03-22 17:36:21
488,Bay Roberts,47.5999,-53.2648,48.2,46,75,29.93,CA,2021-03-22 17:36:22
489,Kovdor,67.5662,30.4758,15.31,89,41,5.17,RU,2021-03-22 17:36:22
490,Fernie,49.5,-115.0687,37.4,69,100,9.22,CA,2021-03-22 17:36:02
491,Hofn,64.2539,-15.2082,39.2,70,40,25.32,IS,2021-03-22 17:36:22
492,Muisne,0.6,-80.0333,82.4,78,75,3.44,EC,2021-03-22 17:36:23
493,Russell,32.3502,-85.1999,70.0,46,1,8.05,US,2021-03-22 17:36:23
494,Chernyshevskiy,63.0128,112.4714,-27.51,97,0,0.92,RU,2021-03-22 17:36:23
495,Acarau,-2.8856,-40.12,82.33,73,99,11.16,BR,2021-03-22 17:36:24
496,Shetpe,44.1667,52.1167,38.23,58,9,6.46,KZ,2021-03-22 17:36:24
497,Yanam,16.7333,82.2167,82.4,65,20,6.91,IN,2021-03-22 17:36:24
498,Gusinoye Ozero,51.1144,106.2614,30.72,94,91,2.24,RU,2021-03-22 17:36:25
499,Nara,34.6851,135.8049,43.0,89,17,6.73,JP,2021-03-22 17:36:25
500,Liverpool,53.4106,-2.9779,51.8,66,20,9.22,GB,2021-03-22 17:36:25
501,Naze,28.3667,129.4833,52.75,67,72,16.22,JP,2021-03-22 17:36:26
502,Sokolo,14.7328,-6.1219,98.64,10,23,6.08,ML,2021-03-22 17:36:26
503,Juneau,58.3019,-134.4197,32.0,86,90,3.11,US,2021-03-22 17:35:19
504,Dwarka,22.2394,68.9678,77.11,84,0,13.15,IN,2021-03-22 17:36:26
505,Pachino,36.7186,15.0907,48.2,76,20,3.44,IT,2021-03-22 17:36:27
506,High Rock,26.6208,-78.2833,73.4,56,20,9.22,BS,2021-03-22 17:36:27
507,Kaeo,-35.1,173.7833,60.01,89,28,3.0,NZ,2021-03-22 17:36:27
508,Marsa Matruh,31.3525,27.2453,71.6,37,0,11.5,EG,2021-03-22 17:36:28
509,Tamboril,19.4854,-70.611,86.0,54,75,13.8,DO,2021-03-22 17:36:28
510,La Ronge,55.1001,-105.2842,23.0,68,97,8.05,CA,2021-03-22 17:36:28
511,Aban,56.67,96.06,21.54,91,75,7.31,RU,2021-03-22 17:36:29
512,Santo Angelo,-28.2992,-54.2631,82.4,74,40,6.91,BR,2021-03-22 17:34:52
513,Mazamari,-11.3258,-74.5308,89.6,47,61,2.48,PE,2021-03-22 17:36:29
514,Rawson,-43.3002,-65.1023,82.13,22,0,9.46,AR,2021-03-22 17:32:38
515,Ayacucho,-13.1583,-74.2239,69.8,46,75,2.3,PE,2021-03-22 17:36:29
516,Adrar,20.5022,-10.0711,83.48,9,0,1.1,MR,2021-03-22 17:36:30
517,Areia Branca,-4.9561,-37.1369,95.0,41,40,16.11,BR,2021-03-22 17:36:30
518,Namatanai,-3.6667,152.4333,79.3,78,48,5.75,PG,2021-03-22 17:36:30
519,Broken Hill,-31.95,141.4333,64.4,94,90,11.5,AU,2021-03-22 17:36:31
520,Rivera,-30.9053,-55.5508,77.74,59,83,5.35,UY,2021-03-22 17:36:31
521,Muhos,64.808,25.9931,21.2,68,0,3.44,FI,2021-03-22 17:36:31
522,Marrakesh,31.6315,-8.0083,71.6,30,20,8.05,MA,2021-03-22 17:34:43
523,Kuhdasht,33.535,47.6061,56.34,48,97,1.21,IR,2021-03-22 17:36:32
524,Toul,48.6667,5.9167,53.6,65,90,5.75,FR,2021-03-22 17:36:32
525,Mandali,33.7499,45.5541,76.3,24,100,2.73,IQ,2021-03-22 17:36:32
526,Horta,38.5333,-28.6333,62.6,77,40,17.27,PT,2021-03-22 17:36:33
527,Dingle,10.9995,122.6711,76.68,89,85,8.77,PH,2021-03-22 17:36:33
528,Petropavlovsk-Kamchatskiy,53.0452,158.6483,35.6,100,90,6.71,RU,2021-03-22 17:36:33
529,Kahului,20.8947,-156.47,69.01,94,40,6.91,US,2021-03-22 17:32:18
530,Camana,-16.6228,-72.7111,75.4,73,75,11.25,PE,2021-03-22 17:36:34
531,Baracoa,20.3467,-74.4958,82.26,65,4,4.12,CU,2021-03-22 17:36:34
532,Havoysund,70.9963,24.6622,30.2,64,75,16.11,NO,2021-03-22 17:36:34
533,Hat Yai,7.0084,100.4767,78.8,89,20,3.44,TH,2021-03-22 17:36:35
534,Nantucket,41.2835,-70.0995,53.6,62,1,12.66,US,2021-03-22 17:36:35
535,Detchino,54.8092,36.3075,32.0,80,0,4.47,RU,2021-03-22 17:36:35
536,Alto Piquiri,-24.0281,-53.4406,81.77,76,76,9.15,BR,2021-03-22 17:36:35
537,Olafsvik,64.8945,-23.7142,36.81,62,97,40.06,IS,2021-03-22 17:36:36
538,Brindisi,40.5833,17.6667,51.8,46,20,14.97,IT,2021-03-22 17:36:36
539,Coahuayana,18.7333,-103.6833,82.4,26,1,6.69,MX,2021-03-22 17:36:36
540,Alghero,40.5589,8.3181,53.6,50,0,5.75,IT,2021-03-22 17:36:36
541,Ciudad Bolivar,8.1222,-63.5497,95.31,34,7,8.48,VE,2021-03-22 17:36:37
542,Kieta,-6.2167,155.6333,78.69,81,97,2.48,PG,2021-03-22 17:36:37
543,Nhulunbuy,-12.2333,136.7667,77.0,94,89,2.66,AU,2021-03-22 17:36:37
544,Kilindoni,-7.9139,39.6668,83.79,74,51,9.06,TZ,2021-03-22 17:36:38
545,Westport,41.1415,-73.3579,57.0,66,1,9.22,US,2021-03-22 17:33:12
546,Egvekinot,66.3167,-179.1667,-18.44,99,82,1.48,RU,2021-03-22 17:36:38
547,Baglung,28.2719,83.5898,62.67,30,19,6.73,NP,2021-03-22 17:36:38
548,Ous,60.9058,61.5186,23.23,89,97,8.37,RU,2021-03-22 17:36:39
549,Kamenka,51.3223,42.7678,34.0,78,98,8.5,RU,2021-03-22 17:36:39
550,Kulhudhuffushi,6.6221,73.07,84.24,68,23,6.04,MV,2021-03-22 17:36:39
551,Ondjiva,-17.0667,15.7333,74.12,68,86,3.0,AO,2021-03-22 17:36:40
552,Sovetskaya,44.7769,41.1722,43.41,72,85,15.41,RU,2021-03-22 17:36:40
553,Takoradi,4.8845,-1.7554,81.86,78,64,12.15,GH,2021-03-22 17:36:40
554,Vila,42.0304,-8.1588,64.0,51,0,10.36,PT,2021-03-22 17:36:41
555,Linhares,-19.3911,-40.0722,86.56,64,48,2.84,BR,2021-03-22 17:36:41
556,Sarnia,42.9787,-82.4041,66.2,30,1,13.8,CA,2021-03-22 17:35:12
557,Elizabeth City,36.2946,-76.2511,62.01,72,90,23.02,US,2021-03-22 17:33:09
558,Gaziantep,37.0594,37.3825,53.6,71,0,3.44,TR,2021-03-22 17:36:41
559,Celldomolk,47.2571,17.1503,37.4,60,0,18.41,HU,2021-03-22 17:36:42
560,Cocobeach,1.0002,9.5823,80.6,83,20,9.22,GA,2021-03-22 17:36:42
561,Vysokogornyy,50.1167,139.15,14.18,98,97,4.25,RU,2021-03-22 17:36:42
562,Krumbach,48.2418,10.3632,37.99,66,99,4.21,DE,2021-03-22 17:36:43
563,Hailar,49.2,119.7,33.39,76,100,12.12,CN,2021-03-22 17:36:43
564,Manzanillo,20.3433,-77.1167,86.4,49,31,6.8,CU,2021-03-22 17:36:43
565,Osoyoos,49.0331,-119.4524,44.6,57,49,4.61,CA,2021-03-22 17:36:44
566,Neuquen,-38.9516,-68.0591,80.6,39,0,2.3,AR,2021-03-22 17:36:44
567,Teeli,51.0333,90.2333,26.51,82,52,0.78,RU,2021-03-22 17:36:44
568,Garissa,-0.4536,39.6401,93.29,33,93,13.38,KE,2021-03-22 17:36:45
569,Morehead,37.2711,-87.1764,68.0,37,40,10.36,US,2021-03-22 17:36:45
570,Geilo,60.5333,8.2076,32.0,86,100,6.11,NO,2021-03-22 17:36:45
571,Guarapari,-20.6667,-40.4975,88.0,66,40,11.5,BR,2021-03-22 17:36:46
572,Morondava,-20.2833,44.2833,81.79,79,0,11.81,MG,2021-03-22 17:36:46
573,Vostok,46.4856,135.8833,22.15,96,90,5.7,RU,2021-03-22 17:36:46
574,Nabire,-3.3667,135.4833,76.06,90,100,2.98,ID,2021-03-22 17:36:46
575,Macamic,48.7502,-78.9996,55.4,28,75,20.71,CA,2021-03-22 17:36:47
576,Moose Factory,51.2585,-80.6094,44.6,81,90,16.11,CA,2021-03-22 17:36:47
577,Wadi,17.0667,76.9833,84.11,26,21,10.13,IN,2021-03-22 17:36:47
